Id,SalePrice
1703,245015.58
1704,293686.38
1705,244271.73
1706,460359.2
1707,229191.4
1708,224889.86
1709,281506.78
1710,223629.81
1711,265161.84
1712,232999.81
1713,257430.05
1714,224627.17
1715,209647.06
1716,180473.83
1717,162107.4
1718,138150.94
1719,206316.25
1720,261281.98
1721,161479.58
1722,127897.34
1723,152236.23
1724,210840.88
1725,228987.8
1726,191781.47
1727,162710.23
1728,176495.17
1729,167731.17
1730,165100.39
1731,119226.92
1732,138047.78
1733,121891.805
1734,121020.9
1735,130363.2
1736,117964.72
1737,344350.8
1738,217962.4
1739,253942.06
1740,210595.84
1741,187068.69
1742,182001.38
1743,174956.83
1744,291100.5
1745,243869.12
1746,242471.55
1747,219209.11
1748,219254.55
1749,157473.33
1750,135658.61
1751,230586.61
1752,116953.32
1753,133786.28
1754,208507.02
1755,169200.78
1756,133737.89
1757,123124.1
1758,149426.7
1759,171984.19
1760,156011.39
1761,133384.77
1762,165950.48
1763,170425.44
1764,116462.54
1765,159951.12
1766,168908.66
1767,207667.33
1768,146244.38
1769,156854.39
1770,144164.4
1771,128423.44
1772,142198.78
1773,139031.42
1774,126590.99
1775,145843.36
1776,127085.125
1777,115737.6
1778,135148.31
1779,116100.79
1780,182396.34
1781,130731.27
1782,92068.87
1783,132398.33
1784,102163.836
1785,117996.625
1786,137774.55
1787,176968.77
1788,55706.62
1789,97003.01
1790,88456.055
1791,172315.34
1792,161161.5
1793,136310.64
1794,150995.92
1795,136981.0
1796,123209.9
1797,116451.69
1798,129925.89
1799,117907.56
1800,123727.18
1801,131550.88
1802,147604.75
1803,142291.53
1804,142551.02
1805,132457.69
1806,115830.88
1807,132174.33
1808,105904.734
1809,125528.63
1810,142690.72
1811,110348.01
1812,100790.65
1813,122544.6
1814,93724.195
1815,50045.43
1816,96658.38
1817,119349.49
1818,143233.3
1819,106035.77
1820,58408.15
1821,112743.91
1822,159695.05
1823,35793.457
1824,136801.94
1825,134296.97
1826,97914.71
1827,108695.13
1828,140502.28
1829,108203.29
1830,149626.92
1831,144932.98
1832,83461.46
1833,149015.69
1834,119435.414
1835,139163.6
1836,138190.75
1837,89949.68
1838,129528.016
1839,81085.17
1840,178903.6
1841,161976.52
1842,74918.445
1843,133287.39
1844,139931.08
1845,137039.73
1846,154032.48
1847,147225.58
1848,50456.203
1849,111231.54
1850,120408.89
1851,154713.84
1852,128348.445
1853,125266.37
1854,167941.47
1855,153993.92
1856,222512.72
1857,154694.47
1858,135024.06
1859,119840.06
1860,151765.36
1861,119838.734
1862,258445.25
1863,245857.53
1864,245857.53
1865,326200.8
1866,332452.8
1867,247555.67
1868,307476.2
1869,203605.72
1870,240448.55
1871,253002.6
1872,164416.05
1873,239645.22
1874,138090.31
1875,190705.22
1876,191434.42
1877,208693.89
1878,206659.33
1879,138890.97
1880,135224.98
1881,234483.73
1882,242226.97
1883,201881.19
1884,207137.44
1885,264547.2
1886,314171.47
1887,201122.69
1888,264558.84
1889,152727.36
1890,136678.62
1891,141631.47
1892,103378.164
1893,130584.71
1894,124511.66
1895,141086.75
1896,124129.28
1897,113529.51
1898,111106.15
1899,153715.94
1900,155693.81
1901,178688.39
1902,134457.16
1903,198995.27
1904,148545.11
1905,194275.8
1906,162207.03
1907,221955.77
1908,124907.59
1909,134631.0
1910,126524.484
1911,205374.61
1912,282105.66
1913,141391.28
1914,71134.29
1915,345683.38
1916,71699.805
1917,254708.22
1918,142784.31
1919,160510.7
1920,136718.23
1921,430576.47
1922,313613.94
1923,224128.17
1924,245321.52
1925,214557.12
1926,366375.4
1927,137956.31
1928,160847.33
1929,126761.13
1930,126661.23
1931,143342.94
1932,135068.8
1933,181547.81
1934,181713.19
1935,172666.9
1936,188947.62
1937,183310.02
1938,175559.88
1939,265980.4
1940,194143.28
1941,174605.28
1942,199880.05
1943,200950.8
1944,340443.97
1945,397787.44
1946,175139.11
1947,324725.28
1948,175150.39
1949,258084.42
1950,182277.08
1951,261604.02
1952,250487.0
1953,170488.33
1954,184370.67
1955,131937.56
1956,274221.5
1957,164715.97
1958,309102.47
1959,134301.9
1960,115404.586
1961,120561.77
1962,96452.56
1963,103833.88
1964,113441.89
1965,151580.9
1966,145679.14
1967,330545.47
1968,420179.4
1969,388210.44
1970,452636.56
1971,489155.78
1972,352276.78
1973,265143.1
1974,307636.94
1975,469643.7
1976,272820.78
1977,367733.44
1978,379155.3
1979,331824.6
1980,196841.25
1981,341104.94
1982,245426.9
1983,229602.42
1984,166383.72
1985,215041.83
1986,213836.69
1987,193348.77
1988,176984.0
1989,188251.12
1990,219585.88
1991,259703.67
1992,223033.62
1993,164479.97
1994,228983.4
1995,175854.52
1996,224491.66
1997,315224.38
1998,311012.0
1999,266932.06
2000,308446.6
2001,260545.45
2002,235148.97
2003,240080.84
2004,263778.34
2005,241505.06
2006,235444.55
2007,244760.08
2008,207649.34
2009,195473.36
2010,189918.39
2011,146845.97
2012,180096.67
2013,181451.77
2014,186721.44
2015,197412.58
2016,196777.4
2017,204217.05
2018,119883.96
2019,136724.5
2020,117216.836
2021,115477.164
2022,181316.22
2023,138984.75
2024,229263.7
2025,405414.4
2026,179805.25
2027,153898.84
2028,146148.62
2029,179885.02
2030,268016.94
2031,262231.5
2032,272898.0
2033,254970.84
2034,158339.44
2035,217771.17
2036,183487.44
2037,193125.64
2038,337507.2
2039,224111.3
2040,385470.03
2041,279625.72
2042,200228.47
2043,169437.06
2044,175266.56
2045,226429.56
2046,136350.53
2047,152891.36
2048,141787.78
2049,129216.11
2050,170513.4
2051,104752.914
2052,134846.8
2053,148828.77
2054,84082.79
2055,161475.7
2056,133363.6
2057,120376.1
2058,247028.73
2059,125459.5
2060,173011.11
2061,176061.78
2062,136942.9
2063,115656.37
2064,137454.61
2065,127990.52
2066,181358.62
2067,105179.23
2068,127407.1
2069,92666.1
2070,107036.92
2071,85208.4
2072,127891.016
2073,138431.67
2074,189935.05
2075,147612.98
2076,124677.99
2077,156825.03
2078,130674.12
2079,124570.76
2080,116136.2
2081,127811.12
2082,138606.64
2083,136760.53
2084,112615.805
2085,131325.16
2086,122466.875
2087,122168.06
2088,100734.74
2089,79969.15
2090,134563.36
2091,131568.12
2092,135021.19
2093,124940.88
2094,131145.75
2095,147500.73
2096,84719.85
2097,100523.414
2098,152217.84
2099,52201.14
2100,102469.35
2101,124653.01
2102,121845.66
2103,105549.664
2104,121633.26
2105,136660.69
2106,71220.21
2107,218653.86
2108,116623.52
2109,117675.84
2110,130151.86
2111,148380.86
2112,139849.17
2113,124551.766
2114,99179.445
2115,161898.14
2116,123374.0
2117,154812.27
2118,120009.93
2119,109116.95
2120,104658.91
2121,117228.54
2122,105929.76
2123,89699.12
2124,169301.97
2125,123175.2
2126,166594.83
2127,159594.6
2128,123938.18
2129,103185.73
2130,144803.84
2131,156246.02
2132,115218.57
2133,114240.48
2134,125037.63
2135,102535.51
2136,90380.1
2137,106652.11
2138,134670.03
2139,154314.03
2140,142362.38
2141,145479.98
2142,131083.0
2143,135777.66
2144,105413.58
2145,134136.02
2146,165925.78
2147,129514.12
2148,128451.38
2149,151648.19
2150,226857.14
2151,131116.33
2152,193152.36
2153,167319.75
2154,113010.54
2155,141452.03
2156,229690.8
2157,242743.56
2158,242228.22
2159,211158.45
2160,171234.39
2161,249388.64
2162,441905.2
2163,341230.38
2164,261711.16
2165,193124.14
2166,147329.81
2167,209018.67
2168,216490.19
2169,198330.53
2170,223408.48
2171,141438.97
2172,130501.09
2173,150283.11
2174,228925.84
2175,294689.4
2176,325970.84
2177,248149.62
2178,216001.19
2179,146457.95
2180,200568.58
2181,187930.2
2182,224270.92
2183,198963.95
2184,127938.84
2185,93861.46
2186,146160.02
2187,147840.0
2188,157952.31
2189,205980.06
2190,77682.76
2191,80551.086
2192,91519.414
2193,90701.555
2194,102255.17
2195,111080.76
2196,101372.555
2197,114554.04
2198,151655.31
2199,181298.06
2200,134989.83
2201,140618.69
2202,214723.08
2203,168686.08
2204,196396.33
2205,116176.08
2206,146178.16
2207,221067.0
2208,242558.48
2209,218421.64
2210,136566.2
2211,119870.63
2212,115518.07
2213,116049.17
2214,133450.9
2215,107297.24
2216,142818.69
2217,76315.15
2218,79870.52
2219,68033.945
2220,68338.05
2221,347177.6
2222,258504.22
2223,270754.8
2224,212517.9
2225,119177.38
2226,177514.73
2227,200640.58
2228,280862.7
2229,241000.08
2230,162012.23
2231,211691.95
2232,173701.45
2233,177587.88
2234,277206.62
2235,210603.22
2236,296676.84
2237,361864.84
2238,205876.58
2239,105953.375
2240,159972.67
2241,155930.38
2242,126842.12
2243,115599.87
2244,102472.82
2245,99516.41
2246,154961.47
2247,104983.96
2248,129668.695
2249,124927.695
2250,134703.48
2251,125828.42
2252,178437.64
2253,158262.89
2254,175490.08
2255,184441.1
2256,187479.56
2257,191153.06
2258,170572.62
2259,175607.47
2260,160371.44
2261,182702.33
2262,200310.83
2263,338477.7
2264,440332.22
2265,176209.34
2266,306348.8
2267,397121.0
2268,394237.53
2269,150305.77
2270,182633.53
2271,248743.5
2272,194769.56
2273,162495.94
2274,176904.67
2275,169270.52
2276,183125.3
2277,185615.94
2278,158143.78
2279,126040.51
2280,122000.04
2281,180223.5
2282,180751.95
2283,99089.81
2284,106248.22
2285,146052.8
2286,118604.9
2287,351948.06
2288,266272.6
2289,362603.75
2290,457832.72
2291,341107.66
2292,431686.62
2293,496946.4
2294,380831.8
2295,457374.78
2296,312556.97
2297,322761.56
2298,333741.8
2299,401364.2
2300,333139.9
2301,286931.16
2302,238506.88
2303,241075.27
2304,235963.45
2305,178002.78
2306,177007.8
2307,186012.2
2308,210264.28
2309,289632.75
2310,226997.98
2311,186429.9
2312,185914.27
2313,173441.08
2314,165666.22
2315,169613.47
2316,189006.27
2317,184948.22
2318,180257.36
2319,175927.33
2320,190647.7
2321,249544.31
2322,162298.05
2323,177800.03
2324,163782.44
2325,207165.19
2326,164530.53
2327,219278.6
2328,236097.28
2329,184103.67
2330,173063.08
2331,356273.9
2332,399900.56
2333,305046.84
2334,262800.06
2335,260013.56
2336,317119.38
2337,216293.19
2338,306313.38
2339,214694.83
2340,374220.62
2341,209793.25
2342,247525.67
2343,222151.81
2344,231302.34
2345,230953.22
2346,230426.94
2347,212290.33
2348,251322.45
2349,157229.84
2350,304293.38
2351,248127.23
2352,240713.61
2353,232753.81
2354,130997.3
2355,154922.14
2356,150553.03
2357,195353.31
2358,197586.0
2359,121983.26
2360,118810.99
2361,132724.53
2362,267641.53
2363,145330.0
2364,154645.53
2365,238123.0
2366,181598.28
2367,211512.5
2368,204684.17
2369,206927.17
2370,177204.17
2371,174698.25
2372,177420.0
2373,278328.3
2374,303949.75
2375,258750.53
2376,284627.94
2377,345148.0
2378,139490.1
2379,186994.03
2380,143410.25
2381,157561.05
2382,191756.84
2383,207856.8
2384,261418.95
2385,162192.88
2386,135180.08
2387,138590.81
2388,96406.64
2389,130852.766
2390,142574.86
2391,138382.45
2392,119955.85
2393,164859.56
2394,143459.72
2395,210134.52
2396,144775.05
2397,213902.38
2398,131232.02
2399,54461.695
2400,53643.12
2401,110629.21
2402,140898.72
2403,129506.46
2404,140116.69
2405,165727.48
2406,141580.64
2407,122099.086
2408,143119.62
2409,133052.67
2410,176728.56
2411,120973.414
2412,149537.6
2413,135474.69
2414,135485.89
2415,123371.39
2416,128278.164
2417,130225.51
2418,124591.28
2419,123149.71
2420,127874.96
2421,149723.81
2422,120937.76
2423,132803.36
2424,160840.4
2425,182710.97
2426,126805.9
2427,135425.2
2428,173917.8
2429,116871.664
2430,131073.14
2431,107823.086
2432,142781.84
2433,145299.39
2434,136875.64
2435,144930.11
2436,111254.76
2437,113143.8
2438,123015.164
2439,108565.51
2440,116628.91
2441,95441.7
2442,97592.98
2443,123827.57
2444,131564.6
2445,80009.85
2446,132347.52
2447,207303.98
2448,136255.83
2449,111684.305
2450,145653.6
2451,130897.555
2452,192838.34
2453,92599.16
2454,126788.37
2455,105487.375
2456,141713.44
2457,127961.7
2458,116132.02
2459,107997.9
2460,137649.39
2461,122849.6
2462,143691.28
2463,124814.01
2464,171949.62
2465,129121.805
2466,113052.93
2467,162019.86
2468,76015.63
2469,75743.516
2470,160635.9
2471,197579.39
2472,174892.06
2473,119518.234
2474,97653.32
2475,229555.45
2476,108677.01
2477,126279.02
2478,157013.06
2479,102295.21
2480,156078.72
2481,121855.37
2482,137857.69
2483,113778.63
2484,124556.52
2485,127338.55
2486,147611.28
2487,172504.23
2488,159805.39
2489,148577.77
2490,150178.72
2491,79405.805
2492,185315.4
2493,134065.8
2494,167669.14
2495,87754.055
2496,235686.56
2497,152165.61
2498,111539.38
2499,96249.555
2500,127752.58
2501,133737.61
2502,149161.58
2503,100035.43
2504,190633.3
2505,229288.23
2506,256777.84
2507,340980.28
2508,254505.56
2509,217894.75
2510,226849.83
2511,180191.66
2512,225252.88
2513,216382.58
2514,228064.64
2515,156484.7
2516,158035.83
2517,141682.44
2518,147075.89
2519,223541.14
2520,212075.36
2521,184460.78
2522,226006.39
2523,128185.85
2524,136138.6
2525,149052.61
2526,139317.98
2527,110286.516
2528,124120.4
2529,135840.61
2530,123668.84
2531,228388.56
2532,220947.25
2533,203479.03
2534,242572.1
2535,335382.9
2536,226841.17
2537,226306.8
2538,183280.4
2539,186391.1
2540,175406.34
2541,178244.3
2542,152097.72
2543,127349.4
2544,127710.67
2545,133238.36
2546,139362.4
2547,136418.02
2548,140278.27
2549,160494.1
2550,315253.9
2551,140407.98
2552,124908.64
2553,75346.04
2554,113396.086
2555,121408.76
2556,96263.4
2557,118381.055
2558,159385.47
2559,128271.445
2560,137409.42
2561,147979.14
2562,131708.67
2563,160418.1
2564,180035.38
2565,134551.72
2566,154221.27
2567,132535.02
2568,215268.53
2569,206144.02
2570,128440.516
2571,177634.2
2572,176397.1
2573,249395.34
2574,311113.78
2575,130900.04
2576,128510.9
2577,168302.4
2578,87059.85
2579,72504.195
2580,126624.66
2581,125686.22
2582,118019.63
2583,284056.62
2584,161160.67
2585,176532.56
2586,200073.66
2587,197574.9
2588,159206.11
2589,146153.56
2590,219507.48
2591,219725.84
2592,216242.73
2593,273084.1
2594,180196.95
2595,190380.75
2596,348457.94
2597,179713.86
2598,278514.12
2599,336567.2
2600,168254.27
2601,140597.52
2602,78978.85
2603,93052.77
2604,87247.65
2605,70676.02
2606,147684.03
2607,179504.67
2608,211792.78
2609,173086.48
2610,119745.19
2611,138709.3
2612,153444.61
2613,131814.27
2614,133074.72
2615,153155.7
2616,144085.47
2617,174151.44
2618,191705.48
2619,217797.92
2620,184098.38
2621,179524.22
2622,176107.58
2623,215455.02
2624,270097.94
2625,314923.4
2626,170803.28
2627,169948.2
2628,440348.8
2629,579977.3
2630,353804.0
2631,447797.47
2632,433391.56
2633,322027.28
2634,384926.12
2635,160551.61
2636,182322.78
2637,170978.9
2638,259983.84
2639,185300.78
2640,157836.45
2641,99926.85
2642,197069.38
2643,103128.27
2644,127344.63
2645,101255.71
2646,92957.56
2647,99053.75
2648,141298.45
2649,146001.23
2650,149221.11
2651,147123.1
2652,432259.03
2653,244011.38
2654,244316.42
2655,352856.75
2656,314361.3
2657,341308.78
2658,295972.8
2659,302339.56
2660,325611.7
2661,333480.38
2662,289349.12
2663,273353.6
2664,281669.66
2665,316241.25
2666,297912.78
2667,167160.17
2668,178110.45
2669,173567.31
2670,289256.56
2671,178907.17
2672,181992.8
2673,215380.75
2674,212237.19
2675,167893.02
2676,182451.06
2677,192154.22
2678,255916.55
2679,271047.44
2680,273780.06
2681,408036.66
2682,341985.78
2683,504181.75
2684,306790.5
2685,358490.56
2686,260915.55
2687,359607.84
2688,219565.66
2689,218907.42
2690,500510.5
2691,190230.61
2692,131878.88
2693,190559.84
2694,129413.336
2695,184359.08
2696,180548.3
2697,190037.78
2698,192378.23
2699,180017.92
2700,158341.27
2701,140248.34
2702,111328.64
2703,128699.09
2704,141998.39
2705,120370.54
2706,122703.99
2707,129376.99
2708,139352.45
2709,114296.445
2710,126387.055
2711,313009.3
2712,361679.53
2713,177513.56
2714,147485.06
2715,173349.34
2716,155267.73
2717,185293.53
2718,229599.44
2719,156884.48
2720,161088.14
2721,141599.97
2722,152489.69
2723,145132.22
2724,132104.02
2725,134402.81
2726,145990.25
2727,182853.52
2728,176706.9
2729,146447.73
2730,146907.27
2731,129092.195
2732,123351.734
2733,163057.42
2734,131667.1
2735,133944.28
2736,144450.2
2737,123833.44
2738,125744.92
2739,158946.6
2740,141390.88
2741,142392.5
2742,152701.38
2743,146012.8
2744,152792.44
2745,138575.3
2746,136854.17
2747,163084.78
2748,127207.45
2749,128089.164
2750,135034.83
2751,137420.94
2752,197507.98
2753,160614.55
2754,210080.19
2755,124191.39
2756,89466.81
2757,74923.79
2758,87694.836
2759,166818.42
2760,131521.83
2761,149974.73
2762,151759.77
2763,182912.52
2764,164366.42
2765,263214.25
2766,143551.14
2767,94375.03
2768,130577.69
2769,124922.71
2770,130002.69
2771,114255.414
2772,115447.414
2773,152789.95
2774,141329.47
2775,120678.375
2776,140565.83
2777,133177.7
2778,116752.91
2779,127036.97
2780,99554.125
2781,98630.61
2782,94485.43
2783,106282.34
2784,123638.266
2785,129402.29
2786,70583.2
2787,113435.55
2788,77192.875
2789,191251.77
2790,82074.43
2791,113797.39
2792,54899.074
2793,180999.55
2794,106723.22
2795,129169.75
2796,103007.836
2797,215338.17
2798,123381.37
2799,124462.79
2800,65745.53
2801,117296.6
2802,135587.94
2803,149345.02
2804,139330.5
2805,93642.61
2806,77509.49
2807,145369.61
2808,153034.19
2809,134727.8
2810,138695.84
2811,164842.67
2812,146854.38
2813,138680.3
2814,150791.64
2815,114185.32
2816,275048.25
2817,148662.98
2818,129135.73
2819,172253.05
2820,126877.82
2821,111671.93
2822,204955.62
2823,253225.14
2824,191302.27
2825,145239.33
2826,129798.73
2827,141099.27
2828,219982.56
2829,189810.77
2830,218591.86
2831,178507.58
2832,234467.02
2833,317093.84
2834,220013.77
2835,223744.52
2836,193284.05
2837,155619.67
2838,143239.62
2839,172972.17
2840,195819.61
2841,208431.81
2842,222565.44
2843,157578.9
2844,157983.3
2845,121276.805
2846,214572.53
2847,197948.47
2848,226187.38
2849,205169.97
2850,265491.7
2851,237271.64
2852,217780.45
2853,240568.44
2854,139903.84
2855,200665.33
2856,207514.27
2857,182709.47
2858,199682.34
2859,124392.23
2860,127566.734
2861,123900.4
2862,191907.69
2863,117857.836
2864,249973.05
2865,140286.05
2866,130321.086
2867,98895.67
2868,94560.57
2869,123744.72
2870,144192.98
2871,85150.414
2872,55059.8
2873,104731.96
2874,143536.05
2875,115503.92
2876,153480.31
2877,145861.9
2878,169969.11
2879,142907.22
2880,94356.664
2881,149148.19
2882,177534.9
2883,169303.77
2884,182502.9
2885,214937.55
2886,220312.53
2887,94994.64
2888,133582.84
2889,53155.316
2890,81925.836
2891,135053.53
2892,54707.223
2893,94153.305
2894,53972.215
2895,343183.1
2896,284161.1
2897,215183.58
2898,160841.16
2899,214387.62
2900,164595.89
2901,203864.66
2902,188471.92
2903,363059.6
2904,348186.9
2905,110830.914
2906,200502.17
2907,118861.02
2908,134423.36
2909,130844.164
2910,80284.32
2911,77792.2
2912,147076.86
2913,80226.88
2914,79392.48
2915,85056.49
2916,77459.85
2917,157816.75
2918,115862.35
2919,222651.56
